,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2459,Ford Figo Diesel,2010,105000,90000,Diesel,Individual,Manual,Third Owner
2460,Hyundai i20 Active,2018,550000,20000,Petrol,Individual,Manual,First Owner
2461,Hyundai Grand i10,2019,600000,1100,Petrol,Individual,Automatic,First Owner
2462,Maruti Alto 800,2020,210000,40000,Petrol,Individual,Manual,First Owner
2463,Maruti Alto 800,2012,210000,15000,Petrol,Individual,Manual,First Owner
2464,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner
2465,Hyundai i10 Era,2008,125000,60000,Petrol,Individual,Manual,First Owner
2466,Maruti Celerio VXI,2016,380000,20000,Petrol,Individual,Manual,First Owner
2467,Maruti Baleno Delta,2019,600000,5000,Petrol,Individual,Manual,First Owner
2468,Maruti Swift VXI,2016,490000,27000,Petrol,Individual,Manual,First Owner
2469,Maruti Swift Dzire,2018,545000,38000,Diesel,Individual,Manual,Second Owner
2470,Maruti Wagon R,2015,250000,25000,Petrol,Individual,Manual,First Owner
2471,Maruti Wagon R,2007,100000,100000,Petrol,Individual,Manual,First Owner
2472,Ford Figo Diesel,2014,250000,100000,Diesel,Individual,Manual,Second Owner
2473,Maruti Wagon R,2007,100000,110000,Petrol,Individual,Manual,First Owner
2474,Ford Figo 1.5D,2016,350000,60000,Diesel,Individual,Manual,Second Owner
2475,Renault Duster 110PS,2012,370000,70000,Diesel,Individual,Manual,Second Owner
2476,Ford Figo Aspire,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
2477,Maruti Ertiga SHVS,2017,785000,24000,Diesel,Individual,Manual,First Owner
2478,Maruti Ciaz S,2018,850000,30000,Diesel,Individual,Manual,First Owner
2479,Maruti Wagon R,2016,375000,30000,Petrol,Individual,Manual,Second Owner
2480,Maruti Baleno Alpha,2017,619000,40000,Petrol,Individual,Manual,First Owner
2481,Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,Second Owner
2482,Toyota Innova 2.5,2006,500000,50000,Diesel,Individual,Manual,First Owner
2483,Tata Indigo TDI,2013,270000,70000,Diesel,Individual,Manual,Second Owner
2484,Maruti Wagon R,2010,225000,100000,Petrol,Individual,Manual,Second Owner
2485,Maruti SX4 ZXI,2011,150000,160000,Petrol,Individual,Manual,Second Owner
2486,Chevrolet Beat Diesel,2013,173000,70000,Diesel,Individual,Manual,First Owner
2487,Volkswagen Vento 1.5,2017,710000,110000,Diesel,Individual,Automatic,First Owner
2488,Maruti Baleno Zeta,2017,550000,20000,Petrol,Individual,Manual,First Owner
2489,Maruti 800 AC,2008,58000,70000,Petrol,Individual,Manual,Second Owner
2490,Mahindra Scorpio M2DI,2013,500000,150000,Diesel,Individual,Manual,First Owner
2491,Maruti Swift LXi,2009,120000,83000,Petrol,Individual,Manual,Second Owner
2492,Hyundai EON Era,2018,300000,30000,Petrol,Individual,Manual,First Owner
2493,Datsun GO Plus,2015,295000,21000,Petrol,Individual,Manual,First Owner
2494,Maruti Ertiga VXI,2018,587000,80000,CNG,Individual,Manual,First Owner
2495,Ambassador Grand 1800,2012,430000,50000,Petrol,Individual,Manual,Second Owner
2496,Hyundai Verna i,2007,123000,50000,Petrol,Individual,Manual,Second Owner
2497,Skoda Laura Ambiente,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
2498,Maruti Wagon R,2007,130000,60000,Petrol,Individual,Manual,Third Owner
2499,Tata Indica Vista,2010,110000,90000,Diesel,Individual,Manual,Second Owner
2500,Hyundai Grand i10,2015,320000,70000,Petrol,Individual,Manual,Second Owner
2501,Maruti Wagon R,2014,300000,50000,Petrol,Individual,Manual,First Owner
2502,Volkswagen CrossPolo 1.2,2016,350000,110000,Petrol,Individual,Manual,First Owner
2503,Maruti Ertiga VXI,2018,800000,50000,Petrol,Individual,Manual,First Owner
2504,Hyundai i20 1.2,2017,540000,60000,Petrol,Individual,Manual,First Owner
2505,Maruti Wagon R,2011,160000,60000,CNG,Individual,Manual,Second Owner
2506,Maruti SX4 VDI,2013,340000,100000,Diesel,Individual,Manual,Second Owner
2507,Maruti Eeco 5,2017,350000,40000,Petrol,Individual,Manual,Second Owner
2508,Volkswagen Vento Diesel,2011,300000,100000,Diesel,Individual,Manual,First Owner
2509,Maruti Ritz VDi,2013,330000,63000,Diesel,Individual,Manual,First Owner
2510,Maruti Wagon R,2016,325000,80000,CNG,Individual,Manual,Second Owner
2511,Maruti Swift Dzire,2013,250000,55000,Diesel,Individual,Manual,First Owner
2512,Maruti Swift Star,2013,250000,55000,Diesel,Individual,Manual,First Owner
2513,Chevrolet Beat LT,2015,240000,60000,Petrol,Individual,Manual,First Owner
2514,Hyundai Grand i10,2020,545000,5000,Petrol,Individual,Manual,First Owner
2515,Hyundai i10 Magna,2015,300000,48000,Petrol,Dealer,Manual,First Owner
2516,Renault KWID RXT,2017,240000,50000,Petrol,Individual,Manual,First Owner
2517,Renault KWID 1.0,2018,360000,15000,Petrol,Individual,Manual,First Owner
2518,Hyundai i20 1.4,2012,250000,70000,Diesel,Individual,Manual,First Owner
2519,Skoda Laura Elegance,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
2520,Hyundai i20 Asta,2016,600000,50000,Diesel,Individual,Manual,Second Owner
2521,Tata Indigo CR4,2010,150000,80000,Diesel,Individual,Manual,Second Owner
2522,Ford EcoSport 1.5,2017,700000,50000,Diesel,Individual,Manual,First Owner
2523,Maruti Celerio ZXI,2018,500000,10000,Petrol,Individual,Automatic,First Owner
2524,Hyundai Santro Xing,2012,193000,45000,Petrol,Individual,Manual,Second Owner
2525,Honda City i,2015,800000,10000,Petrol,Individual,Manual,First Owner
2526,Maruti Wagon R,2008,150000,50000,Petrol,Individual,Manual,First Owner
2527,Ford Figo Diesel,2010,130000,100000,Diesel,Individual,Manual,Third Owner
2528,Ford Figo Diesel,2012,280000,80000,Diesel,Individual,Manual,Second Owner
2529,Mahindra Xylo D2,2011,229999,110000,Diesel,Individual,Manual,Second Owner
2530,Maruti Zen Estilo,2008,80000,120000,Petrol,Individual,Manual,First Owner
2531,Tata Nano Cx,2010,70000,10000,Petrol,Individual,Manual,First Owner
2532,Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,Second Owner
2533,Mahindra Xylo E8,2010,380000,72000,Diesel,Individual,Manual,Second Owner
2534,Hyundai Santro Xing,2006,80000,110000,Petrol,Individual,Manual,First Owner
2535,Hyundai i10 Era,2013,265000,50000,Petrol,Individual,Manual,First Owner
2536,Hyundai EON Magna,2018,320000,25000,Petrol,Individual,Manual,First Owner
2537,Nissan Terrano XL,2014,500000,120000,Diesel,Individual,Manual,Third Owner
2538,Mahindra XUV500 W6,2014,600000,80000,Diesel,Individual,Manual,Second Owner
2539,Tata Tiago 1.2,2018,420000,80000,Petrol,Individual,Manual,First Owner
2540,Maruti Zen Estilo,2009,140000,120000,Petrol,Individual,Manual,First Owner
2541,Skoda Laura Ambiente,2010,300000,100000,Diesel,Individual,Manual,Second Owner
2542,Hyundai Santro Xing,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
2543,Maruti Alto K10,2017,350000,25000,Petrol,Dealer,Manual,First Owner
2544,Ford EcoSport 1.5,2018,850000,19000,Petrol,Dealer,Manual,First Owner
2545,Maruti Alto LX,2008,140000,54000,Petrol,Dealer,Manual,First Owner
2546,Ford Aspire Titanium,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
2547,Hyundai Grand i10,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
2548,Ford Ecosport 1.5,2015,470000,146000,Diesel,Dealer,Manual,First Owner
2549,Ford Endeavour 3.0L,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
2550,Renault Duster 110PS,2017,800000,50000,Diesel,Individual,Manual,First Owner
2551,Datsun RediGO 1.0,2017,250000,15000,Petrol,Individual,Manual,First Owner
2552,Maruti Ignis 1.2,2018,700000,25000,Petrol,Individual,Automatic,First Owner
2553,Tata Nexon 1.5,2019,800000,25000,Diesel,Individual,Manual,First Owner
2554,Mahindra XUV500 W6,2013,660000,69000,Diesel,Individual,Manual,First Owner
2555,Maruti Swift VDI,2015,465000,60000,Diesel,Individual,Manual,Third Owner
2556,Maruti Swift Dzire,2017,600000,66000,Diesel,Individual,Manual,Third Owner
2557,Ford Fiesta 1.4,2010,150000,110000,Petrol,Individual,Manual,First Owner
2558,Hyundai Verna 1.6,2014,450000,78000,Diesel,Individual,Manual,Second Owner
2559,Hyundai Elite i20,2019,721000,10000,Petrol,Individual,Manual,First Owner
2560,Maruti Swift 1.2,2018,300000,35000,Petrol,Individual,Manual,First Owner
2561,Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner
2562,Mahindra Scorpio LX,2013,450000,120000,Diesel,Individual,Manual,First Owner
2563,Ford Figo 1.5D,2017,545000,40000,Diesel,Individual,Manual,First Owner
2564,Honda Amaze V,2018,844999,20000,Diesel,Individual,Manual,First Owner
2565,Skoda Rapid 1.5,2016,700000,93000,Diesel,Individual,Manual,First Owner
2566,Toyota Etios VD,2016,650000,159000,Diesel,Individual,Manual,First Owner
2567,Ford Ecosport 1.5,2014,525000,75000,Diesel,Individual,Manual,Second Owner
2568,Ford Fiesta Classic,2006,110000,101100,Diesel,Individual,Manual,Third Owner
2569,Tata Indica Vista,2011,180000,66000,Diesel,Individual,Manual,First Owner
2570,Hyundai i10 Era,2012,280000,30000,Petrol,Individual,Manual,Second Owner
2571,Renault KWID 1.0,2019,400000,10000,Petrol,Individual,Manual,First Owner
2572,Mahindra XUV500 W8,2012,625000,126000,Diesel,Individual,Manual,Second Owner
2573,Volkswagen Vento 1.5,2015,535000,70000,Diesel,Individual,Manual,First Owner
2574,Maruti Swift VDI,2017,459999,50000,Diesel,Individual,Manual,First Owner
2575,Mahindra Bolero DI,2010,300000,100000,Diesel,Individual,Manual,First Owner
2576,Honda Civic 1.8,2007,280000,60000,Petrol,Individual,Automatic,First Owner
2577,Honda Mobilio V,2014,500000,70000,Petrol,Individual,Manual,First Owner
2578,Hyundai i10 Sportz,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
2579,Maruti Alto LXi,2009,78000,120000,Petrol,Individual,Manual,Second Owner
2580,Nissan Micra Diesel,2011,160000,120000,Diesel,Individual,Manual,First Owner
2581,Maruti Wagon R,2008,110000,100000,Petrol,Individual,Manual,Second Owner
2582,Mahindra Bolero SLX,2011,450000,110000,Diesel,Individual,Manual,Second Owner
2583,Hyundai Grand i10,2014,390000,70000,Diesel,Individual,Manual,Second Owner
2584,Tata Nano Lx,2011,65000,60000,Petrol,Individual,Manual,Second Owner
2585,Volkswagen Polo Diesel,2013,320000,115000,Diesel,Individual,Manual,Third Owner
2586,Volkswagen Ameo 1.5,2017,720000,70000,Diesel,Individual,Manual,First Owner
2587,Maruti Swift ZXI,2007,220000,80000,Petrol,Individual,Manual,Second Owner
2588,Maruti Wagon R,2011,225000,65000,Petrol,Dealer,Manual,First Owner
2589,Tata Manza Aura,2010,200000,150000,Diesel,Individual,Manual,Second Owner
2590,Toyota Etios GD,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
2591,Ford Figo Diesel,2012,300000,63700,Diesel,Individual,Manual,First Owner
2592,Honda Amaze VX,2018,700000,74800,Diesel,Individual,Manual,First Owner
2593,Ford Endeavour 2.5L,2009,500000,105000,Diesel,Individual,Manual,Second Owner
2594,Renault Duster 85PS,2016,500000,40000,Diesel,Individual,Manual,First Owner
2595,Maruti Ritz LDi,2016,400000,90000,Diesel,Individual,Manual,Second Owner
2596,Toyota Corolla Altis,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
2597,Maruti Swift Dzire,2018,720000,15000,Diesel,Individual,Manual,First Owner
2598,Maruti 800 AC,2009,110000,30000,Petrol,Individual,Manual,Second Owner
2599,Mahindra Scorpio VLX,2014,600000,100000,Diesel,Individual,Manual,Second Owner
2600,Mahindra Scorpio VLX,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
2601,Hyundai i20 1.4,2017,740000,60000,Diesel,Individual,Manual,First Owner
2602,Maruti Baleno Alpha,2017,800000,90000,Diesel,Individual,Manual,First Owner
2603,BMW X1 sDrive20d,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
2604,Maruti Alto K10,2012,200000,90000,Petrol,Individual,Manual,Second Owner
2605,Tata Spacio SA,2009,210000,75000,Diesel,Individual,Manual,First Owner
2606,Maruti Swift VDI,2009,270000,120000,Diesel,Individual,Manual,Second Owner
2607,Toyota Etios 1.4,2016,630000,90000,Diesel,Individual,Manual,Second Owner
2608,Hyundai Xcent 1.2,2015,375000,55000,Petrol,Individual,Manual,First Owner
2609,Mahindra Xylo D2,2010,300000,70000,Diesel,Individual,Manual,First Owner
2610,Mahindra Bolero Power,2016,580000,95000,Diesel,Individual,Manual,Second Owner
2611,Hyundai Verna 1.4,2014,550000,50000,Diesel,Individual,Manual,First Owner
2612,Maruti Ciaz ZDi,2016,750000,50000,Diesel,Individual,Manual,First Owner
2613,Maruti Omni E,2014,250000,60516,Petrol,Individual,Manual,First Owner
2614,Mercedes-Benz E-Class 280,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
2615,Maruti Swift ZDI,2016,685000,64000,Diesel,Dealer,Manual,First Owner
2616,Maruti Swift VDI,2014,540000,65000,Diesel,Dealer,Manual,First Owner
2617,Ford Ecosport 1.5,2014,610000,77000,Diesel,Dealer,Manual,First Owner
2618,Hyundai EON Era,2011,254999,24000,Petrol,Dealer,Manual,First Owner
2619,Nissan Micra Active,2014,280000,63840,Petrol,Dealer,Manual,First Owner
2620,Tata Tiago 1.2,2017,370000,25000,Petrol,Individual,Manual,First Owner
2621,Tata New Safari,2011,459999,76400,Diesel,Individual,Manual,Second Owner
2622,Fiat Linea Active,2011,190000,80000,Diesel,Individual,Manual,Third Owner
2623,Fiat Punto 1.4,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
2624,Ford EcoSport 1.5,2017,710000,40000,Diesel,Individual,Manual,First Owner
2625,Maruti Zen Estilo,2011,229999,70000,Petrol,Individual,Manual,First Owner
2626,Renault KWID RXT,2018,310000,15000,Petrol,Individual,Manual,First Owner
2627,Maruti Wagon R,2015,320000,40000,Petrol,Individual,Manual,First Owner
2628,Maruti 800 AC,2006,100000,54000,Petrol,Individual,Manual,First Owner
2629,Hyundai Verna CRDi,2009,160000,90000,Diesel,Individual,Manual,First Owner
2630,Maruti 800 AC,2007,60000,52000,Petrol,Individual,Manual,First Owner
2631,Chevrolet Beat Diesel,2016,350000,35000,Diesel,Individual,Manual,Second Owner
2632,Renault Duster 110PS,2017,700000,60000,Diesel,Individual,Manual,First Owner
2633,Maruti Alto K10,2017,300000,31489,Petrol,Individual,Manual,First Owner
2634,Hyundai i20 1.4,2018,830000,40000,Diesel,Individual,Manual,First Owner
2635,Hyundai Verna Transform,2010,229999,70000,Petrol,Individual,Manual,First Owner
2636,Hyundai i20 Magna,2013,400000,100000,Diesel,Individual,Manual,First Owner
2637,Maruti Gypsy King,2005,300000,70000,Petrol,Individual,Manual,Second Owner
2638,Ford Figo Diesel,2013,300000,50000,Diesel,Individual,Manual,First Owner
2639,Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,Second Owner
2640,Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,Second Owner
2641,Tata Indica Vista,2012,300000,110000,Diesel,Individual,Manual,First Owner
2642,Maruti Baleno Zeta,2018,700000,26000,Petrol,Individual,Automatic,First Owner
2643,Maruti Vitara Brezza,2016,975000,65000,Diesel,Individual,Manual,First Owner
2644,Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,First Owner
2645,Renault Duster 85PS,2013,550000,75000,Diesel,Individual,Manual,Second Owner
2646,Nissan Terrano XV,2014,550000,110000,Diesel,Individual,Manual,Second Owner
2647,Maruti Alto K10,2014,240000,50000,Petrol,Individual,Manual,First Owner
2648,Tata Indica Vista,2009,120000,80000,Petrol,Individual,Manual,Second Owner
2649,Maruti Alto 800,2013,900000,60000,Petrol,Individual,Manual,Second Owner
2650,Honda City 1.5,2009,250000,90000,Petrol,Individual,Manual,Second Owner
2651,Renault KWID 1.0,2017,280000,36000,Petrol,Individual,Manual,First Owner
2652,Tata Indica Vista,2010,85000,87000,Diesel,Individual,Manual,First Owner
2653,Tata Indica Vista,2011,90000,80000,Diesel,Individual,Manual,First Owner
2654,Chevrolet Enjoy TCDi,2015,500000,50000,Diesel,Individual,Manual,First Owner
2655,Maruti 800 Std,2013,200000,60000,Petrol,Individual,Manual,First Owner
2656,Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner
2657,Maruti Swift Dzire,2014,185000,40000,Diesel,Individual,Manual,Third Owner
2658,Hyundai i10 Magna,2008,100000,60000,Petrol,Individual,Manual,Second Owner
2659,Toyota Etios VXD,2015,610000,55000,Diesel,Individual,Manual,First Owner
2660,Mahindra Quanto C8,2012,290000,80000,Diesel,Individual,Manual,First Owner
2661,Hyundai EON Era,2015,225000,80000,Petrol,Individual,Manual,First Owner
2662,Maruti Alto K10,2017,320000,50000,Petrol,Individual,Manual,Second Owner
2663,Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner
2664,Nissan Sunny XL,2016,600000,19495,Petrol,Dealer,Manual,First Owner
2665,Renault Duster 85PS,2013,570000,62668,Diesel,Dealer,Manual,First Owner
2666,Mahindra XUV500 W6,2013,850000,85710,Diesel,Dealer,Manual,First Owner
2667,Ford Figo Diesel,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
2668,Ford Ecosport 1.5,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
2669,Chevrolet Spark 1.0,2010,180000,15000,Petrol,Individual,Manual,First Owner
2670,Tata Tiago 1.2,2017,300000,50000,Petrol,Individual,Manual,First Owner
2671,Toyota Etios Liva,2012,269000,70000,Petrol,Individual,Manual,Second Owner
2672,Maruti Alto K10,2018,231999,20000,Petrol,Individual,Manual,First Owner
2673,Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner
2674,Hyundai Grand i10,2017,495000,5000,Petrol,Individual,Manual,First Owner
2675,Maruti Ciaz VXi,2014,700000,15000,Petrol,Individual,Manual,First Owner
2676,Datsun GO Plus,2018,400000,4400,Petrol,Individual,Manual,Second Owner
2677,Mahindra Xylo H4,2019,599000,15000,Diesel,Individual,Manual,Third Owner
2678,Renault Duster 85PS,2013,421000,45000,Diesel,Individual,Manual,First Owner
2679,Ford EcoSport 1.5,2018,841000,1000,Diesel,Individual,Manual,First Owner
2680,Hyundai i10 Magna,2014,295000,38500,Petrol,Individual,Manual,First Owner
2681,Hyundai i10 Sportz,2011,220000,25000,Petrol,Individual,Manual,First Owner
2682,Ford Classic 1.4,2013,250000,35000,Diesel,Individual,Manual,First Owner
2683,Hyundai Verna 1.6,2012,300000,40000,Petrol,Individual,Manual,First Owner
2684,Chevrolet Aveo U-VA,2007,80000,110000,Petrol,Individual,Manual,Second Owner
2685,Chevrolet Beat Diesel,2013,215000,20000,Diesel,Individual,Manual,Third Owner
2686,Hyundai EON Magna,2012,245000,14987,Petrol,Dealer,Manual,First Owner
2687,Ford EcoSport 1.5,2016,650000,25061,Diesel,Dealer,Manual,First Owner
2688,Ford Ecosport 1.5,2017,760000,42494,Diesel,Dealer,Manual,First Owner
2689,Honda Amaze S,2014,395000,44875,Diesel,Dealer,Manual,First Owner
2690,Ford Figo Diesel,2014,280000,89741,Diesel,Dealer,Manual,Second Owner
2691,Honda Jazz 1.5,2016,495000,65000,Diesel,Dealer,Manual,First Owner
2692,Honda Jazz 1.5,2016,525000,35000,Diesel,Dealer,Manual,First Owner
2693,Tata New Safari,2010,210000,34500,Diesel,Individual,Manual,First Owner
2694,Hyundai i20 Active,2018,650000,30000,Petrol,Individual,Manual,First Owner
2695,Ford Freestyle Titanium,2019,525000,16000,Diesel,Individual,Manual,First Owner
2696,Maruti Wagon R,2010,195000,80000,CNG,Individual,Manual,Second Owner
2697,Maruti Ertiga SHVS,2016,650000,60000,Diesel,Individual,Manual,First Owner
2698,Mahindra TUV 300,2015,540000,110000,Diesel,Individual,Manual,First Owner
2699,Maruti Alto 800,2014,180000,61000,Petrol,Individual,Manual,First Owner
2700,Maruti Ertiga SHVS,2018,980000,50000,Diesel,Individual,Manual,First Owner
2701,Fiat Grande Punto,2014,250000,90000,Diesel,Individual,Manual,First Owner
2702,Hyundai Grand i10,2018,550000,35000,Petrol,Individual,Automatic,First Owner
2703,Volkswagen Vento 1.6,2015,509999,43000,Petrol,Individual,Manual,Second Owner
2704,Maruti Alto K10,2017,320000,50000,Petrol,Individual,Manual,First Owner
2705,Hyundai EON D,2016,275000,25000,Petrol,Individual,Manual,First Owner
2706,Maruti Wagon R,2009,145000,50000,Petrol,Individual,Manual,Second Owner
2707,Fiat Grande Punto,2013,250000,80000,Diesel,Individual,Manual,First Owner
2708,Hyundai Verna 1.6,2012,520000,35000,Diesel,Individual,Manual,First Owner
2709,Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner
2710,Toyota Innova 2.5,2011,725000,110000,Diesel,Individual,Manual,Third Owner
2711,Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner
2712,Honda City i,2014,600000,100000,Diesel,Individual,Manual,First Owner
2713,Volkswagen Vento New,2013,330000,120000,Diesel,Individual,Manual,Second Owner
2714,Maruti Swift Dzire,2015,470000,89000,Diesel,Individual,Manual,First Owner
2715,Maruti Swift ZDi,2013,365000,120000,Diesel,Individual,Manual,First Owner
2716,Hyundai EON Magna,2013,250000,40000,Petrol,Individual,Manual,Second Owner
2717,Maruti Wagon R,2017,430000,17000,Petrol,Individual,Manual,First Owner
2718,Maruti Swift VDI,2013,400000,125000,Diesel,Individual,Manual,Second Owner
2719,Maruti Swift Dzire,2015,615000,110000,Petrol,Individual,Manual,Second Owner
2720,Ford Figo Diesel,2011,150000,120000,Diesel,Individual,Manual,Second Owner
2721,Ford Figo Diesel,2014,240000,90000,Diesel,Individual,Manual,First Owner
2722,Mahindra Scorpio S10,2014,800000,90000,Diesel,Individual,Manual,First Owner
2723,Hyundai EON LPG,2015,240000,110000,LPG,Individual,Manual,First Owner
2724,Ford Ecosport 1.5,2014,600000,87000,Diesel,Individual,Manual,Second Owner
2725,Mahindra Scorpio LX,2014,800000,15000,Diesel,Individual,Manual,First Owner
2726,Ford Fiesta Classic,2012,350000,38000,Petrol,Individual,Manual,First Owner
2727,Honda City 1.5,2011,300000,64000,Petrol,Individual,Manual,Second Owner
2728,Tata Sumo Gold,2015,399000,55250,Diesel,Individual,Manual,First Owner
2729,Mahindra Bolero DI,2011,300000,110000,Diesel,Individual,Manual,First Owner
2730,Maruti A-Star AT,2012,150000,70000,Petrol,Individual,Automatic,First Owner
2731,Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner
2732,Renault KWID 1.0,2017,300000,13000,Petrol,Individual,Manual,Second Owner
2733,Tata New Safari,2012,450000,97000,Diesel,Individual,Manual,Second Owner
2734,Tata Indica GLS,2007,60000,130000,Petrol,Individual,Manual,Second Owner
2735,Maruti Swift Dzire,2013,500000,50000,Petrol,Individual,Manual,First Owner
2736,Tata Indigo CR4,2012,200000,120000,Diesel,Individual,Manual,Second Owner
2737,Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner
2738,Hyundai Accent Executive,2012,185000,67000,CNG,Dealer,Manual,Second Owner
2739,Maruti Alto K10,2015,155000,60000,Petrol,Individual,Manual,First Owner
2740,Maruti Swift VXI,2019,600000,5000,Petrol,Individual,Manual,First Owner
2741,Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner
2742,Hyundai Creta 1.6,2018,850000,12500,Petrol,Individual,Manual,First Owner
2743,Maruti Eeco CNG,2019,470000,4000,CNG,Individual,Manual,First Owner
2744,Ford Figo 1.2P,2019,600000,25000,Petrol,Individual,Manual,First Owner
2745,Toyota Innova 2.5,2013,700000,70000,Diesel,Individual,Manual,Second Owner
2746,Maruti Wagon R,2007,70000,162000,LPG,Individual,Manual,First Owner
2747,Audi A6 2.8,2008,650000,70000,Petrol,Individual,Automatic,Third Owner
2748,Hyundai Xcent 1.2,2018,450000,70000,Diesel,Individual,Manual,Second Owner
2749,Mahindra XUV500 W8,2014,750000,100000,Diesel,Individual,Manual,Second Owner
2750,Toyota Innova 2.5,2013,775000,70000,Diesel,Individual,Manual,Second Owner
2751,Honda Amaze E,2015,360000,80000,Petrol,Individual,Manual,Second Owner
2752,Toyota Corolla Altis,2010,250000,120000,Diesel,Individual,Manual,First Owner
2753,Nissan Terrano XL,2013,600000,80000,Diesel,Individual,Manual,First Owner
2754,Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner
2755,Tata New Safari,2012,320000,140000,Diesel,Individual,Manual,Second Owner
2756,Mahindra Thar 4X2,2011,400000,120000,Diesel,Individual,Manual,Second Owner
2757,Maruti Swift Dzire,2015,302000,60000,Diesel,Individual,Manual,First Owner
2758,Maruti Swift Dzire,2014,150000,60000,Petrol,Individual,Manual,Second Owner
2759,Tata Indica Vista,2012,200000,90000,Diesel,Individual,Manual,Second Owner
2760,Hyundai i20 1.2,2017,620000,65000,Petrol,Individual,Manual,First Owner
2761,Toyota Innova 2.5,2012,449000,90000,Diesel,Individual,Manual,First Owner
2762,Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner
2763,Hyundai Grand i10,2018,600000,2500,Petrol,Individual,Manual,First Owner
2764,Chevrolet Beat Diesel,2012,250000,40000,Diesel,Individual,Manual,First Owner
2765,Maruti Baleno RS,2018,550000,63000,Petrol,Individual,Manual,First Owner
2766,Skoda Rapid 1.5,2014,360000,70000,Diesel,Individual,Manual,First Owner
2767,Skoda Superb LK,2012,650000,60000,Petrol,Dealer,Automatic,First Owner
2768,Ford Fiesta 1.5,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
2769,Mahindra Quanto C6,2014,285000,89126,Diesel,Individual,Manual,First Owner
2770,Volkswagen Jetta 1.9,2009,260000,134000,Diesel,Individual,Automatic,First Owner
2771,Maruti Ciaz 1.4,2019,869999,15000,Petrol,Dealer,Automatic,First Owner
2772,Hyundai Grand i10,2016,425000,42500,Diesel,Dealer,Manual,First Owner
2773,Chevrolet Cruze LTZ,2012,490000,42000,Diesel,Dealer,Automatic,First Owner
2774,Mahindra XUV500 AT,2015,750000,70000,Diesel,Individual,Automatic,Second Owner
2775,Fiat Linea 1.3,2014,221000,131365,Diesel,Individual,Manual,First Owner
2776,Volkswagen Vento 1.5,2016,724000,48980,Diesel,Dealer,Automatic,First Owner
2777,Honda Amaze VX,2014,440000,46000,Petrol,Dealer,Automatic,First Owner
2778,Chevrolet Spark 1.0,2009,70000,60000,Petrol,Individual,Manual,Third Owner
2779,Maruti Baleno Delta,2015,511000,58000,Diesel,Dealer,Manual,First Owner
2780,Maruti S-Cross Alpha,2016,790000,22000,Diesel,Dealer,Manual,First Owner
2781,Hyundai i20 1.2,2017,640000,37000,Petrol,Individual,Manual,First Owner
2782,Hyundai Santro Xing,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
2783,Chevrolet Beat Diesel,2012,126000,98900,Diesel,Individual,Manual,Third Owner
2784,Chevrolet Beat Diesel,2012,120000,125000,Diesel,Individual,Manual,First Owner
2785,Mahindra TUV 300,2017,650000,60000,Diesel,Individual,Manual,First Owner
2786,Hyundai Grand i10,2014,450000,80000,Petrol,Individual,Manual,Second Owner
2787,Maruti Zen Estilo,2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner
2788,Mahindra Bolero Power,2017,600000,40000,Diesel,Individual,Manual,First Owner
